id_plant,common_name,scientific_name,family,subfamily,genus,picture_1,picture_2,picture_3,verified
539dc99a-fdf2-11ea-adc1-0242ac120002,"Philodendron Verrucosum","Philodendron Verrucosum",Araceae,Aroideae,Philodendron,"https://static.wixstatic.com/media/52aaa8_ccf658a4b0644b0390761ff21277ecf8~mv2.jpg/v1/fill/w_480,h_640,al_c,q_85,usm_0.66_1.00_0.01/52aaa8_ccf658a4b0644b0390761ff21277ecf8~mv2.webp",https://www.logees.com/media/catalog/product/cache/1/image/600x600/9df78eab33525d08d6e5fb8d27136e95/r/2/r2451-4-large.jpg,https://i.pinimg.com/originals/2f/a7/92/2fa7929aae201e02ff4abda912d4235c.png,1
539dcbb6-fdf2-11ea-adc1-0242ac120002,"Philodendron Pink Princess","Philodendron  Erubescens",Araceae,Aroideae,Philodendron,https://www.turn-it-tropical.co.uk/wp-content/uploads/2019/09/philodendron-pink-princess.jpg,https://i.pinimg.com/originals/f0/12/10/f01210ae849ff4a09cbe58fd4458b48c.jpg,NULL,1
539dccba-fdf2-11ea-adc1-0242ac120002,"Philodendron Gloriosum","Philodendron Gloriosum",Araceae,Aroideae,Philodendron,https://orchids-shop.com/media/catalog/product/cache/4/image/650x/aa7e4a111a6f16aad7d4ccd9a5e97598/s/i/sized_img_8953.jpg,https://orchids-shop.com/media/catalog/product/cache/4/image/650x/aa7e4a111a6f16aad7d4ccd9a5e97598/s/i/sized_img_8953.jpg,,1
539dcd96-fdf2-11ea-adc1-0242ac120002,"Alocasia Silver Dragon","Alocasia Badinga",Araceae,Aroideae,Alocasia,https://happyforest.store/wp-content/uploads/2020/02/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20200210140224.png,https://www.myhomenature.com/media/catalog/product/cache/ffd31fc79275d8558301739491be228c/_/2/_20190422100244.jpg,https://www.myhomenature.com/media/catalog/product/cache/ffd31fc79275d8558301739491be228c/_/2/_20190422100244.jpg,1
539dce5e-fdf2-11ea-adc1-0242ac120002,"Anthurium Queen","Anthurium Warocqueanum",Araceae,Aroideae,Anthurium,https://i.pinimg.com/originals/16/d5/62/16d562e8bf65b5d7acf15ac7eaa45736.jpg,https://i.pinimg.com/474x/2e/40/69/2e4069e45f2389e31e7c8b827cf599f4.jpg,NULL,1
539dcff8-fdf2-11ea-adc1-0242ac120002,"Monstera Adansonii","Monstera Adansonii",Araceae,Aroideae,Monstera,https://www.myhomenature.com/media/catalog/product/cache/ffd31fc79275d8558301739491be228c/M/o/Monstera-friedrichsthalii.jpg,NULL,NULL,1
